,Q_Learning,SARSA,SARSA_PIES
205,52.7,54.4,48.9
206,54.1,53.1,45.3
207,51.4,52.9,51.4
208,51.9,53.1,46.6
209,52.8,52.1,48.3
210,52.8,52,47.7
211,50.1,54.9,49.6
212,54.9,56.3,48.2
213,50.3,50.9,52
214,50,48.8,47.3
215,69.8,52.8,49.4
216,50.2,59.5,51.1
217,50,54.8,47.8
218,51.6,49.2,46.4
219,49,53.3,47.8
220,54.3,50.8,46.4
221,54.5,56,48.6
222,52.4,53.3,48.3
223,55.3,50.8,47.3
224,53.6,51.4,48.2
225,51,50.9,48.7
226,53.2,50.3,46.6
227,50.1,54.1,46.1
228,54.4,56.3,48.8
229,53.5,49.8,46.6
230,51.6,52.2,47.6
231,50.4,49.9,48.3
232,49.5,55.5,48
233,50.8,55,47.1
234,54.2,51.5,47.8
235,53.8,52.6,48.2
236,53.9,53.5,49
237,47.9,52.2,47.1
238,49.8,49.7,46.4
239,54.6,53.2,47.6
240,53.4,55.3,47.7
241,50.4,58.3,47.2
242,50,50.9,43.8
243,52,48.9,47.9
244,52.4,60.5,46.9
245,50.3,48.9,47.9
246,52.8,53.2,48.6
247,50.9,49.8,49.4
248,58.3,55,49.1
249,54.5,50.9,47.3
250,48.1,55.8,46.7
251,51.5,49,48
252,53.3,50.5,46.6
253,50.4,50.9,50.2
254,53,47.8,48.1
255,51.8,52.1,47.6
256,52.1,55.3,41.1
257,51.4,50.2,49.8
258,55.3,51.5,46.9
259,49.7,53.4,46.7
260,50.5,55.5,50.3
261,52.1,50.7,46.9
262,50.2,51.4,46.6
263,55,53.1,46.9
264,49.3,51.4,47
265,48.3,54.5,43.6
266,49.5,49.8,47.1
267,54.3,50.4,46.5
268,53.2,53.4,48
269,56.1,50,46.8
270,52.8,49.9,48.3
271,53.7,51.6,45.4
272,49.5,53.4,50
273,56.3,52.9,50
274,52.5,52,46.7
275,49.4,48.8,45.9
276,49.9,53.1,48.3
277,53.1,49,50.8
278,50.1,51.3,46.1
279,51.6,54.3,45.8
280,49.8,51,47
281,52.1,55.1,46.5
282,49.2,52.2,47.2
283,50,52.7,46.1
284,52.9,51.3,51
285,54.1,52,49.1
286,54.6,54.8,49.6
287,50.3,51.9,48.8
288,49.9,51.6,48.7
289,50.4,49.8,47.5
290,51.2,53.7,49
291,49.7,53.8,49.8
292,49.2,45.7,46.9
293,51,52.7,48.2
294,51.2,50.6,49.9
295,52,51.1,48.3
296,54.9,53.2,47.3
297,48.9,49.6,46.7
298,52.9,54,46.3
299,53.5,55.8,46
300,50.5,54.1,46.3
301,50.7,52.9,46.5
302,54.5,53,46.4
303,55.4,53.1,50.4
304,51.3,53.1,49.4
305,55.2,48.8,46
306,52.1,52,46.5
307,50.7,50.2,45.9
308,51.5,52.9,48.9
309,50.3,54,48.5
310,55.4,50.8,49.1
311,53.2,49.2,47.7
312,51.9,53.1,49.3
313,49.6,47.7,47.8
314,48.5,54.5,45.5
315,53.4,50.9,48.9
316,53.6,52.1,46.3
317,52,54,47.3
318,48.4,51.4,44.6
319,50.1,50.9,51.2
320,50.7,50.2,47.7
321,51.1,48.6,45.9
322,53.7,52,47.9
323,53.9,52.9,45.9
324,54.3,55.2,46.6
325,50.4,57,48.6
326,54.3,52.2,43.4
327,50.5,50.3,51.9
328,50.3,49.4,48.6
329,54.2,53.5,47
330,50.1,49.3,46.4
331,49.2,50.6,46.3
332,49.6,60.1,47.1
333,47.6,54.4,49.3
334,48.6,53.4,46
335,52,49.2,50.2
336,52.3,52.5,48.8
337,51.8,46.9,45.2
338,47.1,55.1,46.8
339,52,50.2,49.6
340,50.6,52,49.1
341,52.8,52.1,49.1
342,50.5,52.9,48.5
343,48.7,51.8,46.2
344,47.9,56.2,45.1
345,49.4,52.4,49.6
346,52,49.8,46
347,52.3,51.1,49.7
348,51.6,52.4,48.5
349,50.5,66.6,48
350,51.5,52.3,46.5
351,54.8,55.8,47
352,52,49,47.2
353,54.4,49.3,46.8
354,53.1,51.4,50.7
355,49.3,52.9,48.9
356,53.4,49.1,47.3
357,51.9,51,44.6
358,49.9,51.5,48.8
359,51,51.2,48.2
360,51.8,50.3,46.3
361,49,53.1,48.2
362,51.5,50.7,47.7
363,49.2,54.1,50.3
364,50.4,51.9,49.1
365,52.9,52.1,44.3
366,50.9,52.5,51.6
367,51.5,47.8,46.4
368,51.2,51.1,49.1
369,53.1,50.8,47.2
370,47.8,49.7,48.2
371,55.5,53.2,49.9
372,52.3,51.3,46.9
373,52,50.8,49
374,51.9,53.6,46.2
375,52.3,52.5,46.7
376,54,54.1,44.8
377,49.8,53,46
378,51.4,53.2,44.8
379,48.8,50.6,46.6
380,52.6,51.4,51.1
381,52.4,48.6,49.8
382,51.1,52.7,50.2
383,51.1,49.2,46.4
384,51.4,49.7,46.3
385,49.6,55.9,47.2
386,50.7,50.2,48.5
387,50.1,56.5,47
388,52.6,49.2,48
389,52.7,52.2,45.8
390,51.8,48.8,46.6
391,51.2,48.5,49.5
392,50.2,52.6,46.5
393,51.3,55.8,48.7
394,51.7,63,47.2
395,53.3,52.3,50.1
396,49.3,50.7,46.7
397,54.5,51.8,49.8
398,52.2,54.3,47.6
399,51.7,52.5,47.1
